id,title,authors,year,venue,type,doi,url,research_areas,featured
2020-a-gps-free-flocking-model-for-aerial-mes,A GPS-free flocking model for aerial mesh deployments in disaster-recovery scenarios,angelo-trotta|leonardo-montecchiari|marco-di-felice|luciano-bononi,2020,IEEE Access,journal,https://doi.org/10.1109/ACCESS.2020.2994466,https://ieeexplore.ieee.org/abstract/document/9092984/,autonomous-robotic-iot,0
2020-privacy-crowdsensing,A privacy preserving framework for rewarding users in opportunistic mobile crowdsensing,federico-montori|ext:Luca Bedogni,2020,2020 IEEE International Conference on Pervasive Computing and Communications Workshops (PerCom Workshops),conference,https://doi.org/10.1109/percomworkshops48775.2020.9156133,https://ieeexplore.ieee.org/abstract/document/9156133/,context-awareness,0
2020-airid-injecting-a-custom-rf-fingerprint,AirID: Injecting a custom RF fingerprint for enhanced UAV identification using deep learning,ext:Subhramoy Mohanti|ext:Nasim Soltani|ext:Kunal Sankhe|ext:Dheryta Jaisinghani|marco-di-felice|ext:Kaushik Chowdhury,2020,Global Communications Conference,conference,https://doi.org/10.1109/GLOBECOM42002.2020.9322561,https://ieeexplore.ieee.org/abstract/document/9322561/,autonomous-robotic-iot,0
2020-bee-drones-ultra-low-power-monitoring-sy,BEE-DRONES: Ultra low-power monitoring systems based on unmanned aerial vehicles and wake-up radio ground sensors,angelo-trotta|marco-di-felice|ext:Luca Perilli|ext:Eleonora Franchi Scarselli|ext:Tullio Salmon Cinotti,2020,Computer Networks,journal,https://doi.org/10.1016/j.comnet.2020.107425,https://www.sciencedirect.com/science/article/pii/S1389128620311142,autonomous-robotic-iot,0
2020-bringing-deterministic-industrial-networ,Bringing deterministic industrial networking to the W3C web of things with TSN and OPC UA,luca-sciullo|ext:Sushmit Bhattacharjee|ext:Matthias Kovatsch,2020,IoT,journal,https://doi.org/10.1145/3410992.3410997,https://dl.acm.org/doi/abs/10.1145/3410992.3410997,iot-interoperability,0
2020-delivering-iot-smart-services-through-co,"Delivering iot smart services through collective awareness, mobile crowdsensing and open data",federico-montori|ext:Luca Bedogni|ext:Gianluca Iselli|luciano-bononi,2020,2020 IEEE International Conference on Pervasive Computing and Communications Workshops (PerCom Workshops),conference,https://doi.org/10.1109/percomworkshops48775.2020.9156158,https://ieeexplore.ieee.org/abstract/document/9156158/,iot-interoperability|context-awareness,0
2020-desempenho-e-escalabilidade-de-plataform,Desempenho e escalabilidade de plataformas livres de iot,ext:Dener Ottolini Silva|ext:Ivan Dimitry Zyrianoff|alexandre-heideker|ext:João Henrique Kleinschmidt|carlos-alberto-kamienski,2020,Brazilian Symposium on Computer Networks and Distributed Systems,conference,https://doi.org/10.5753/SBRC.2020.12274,https://sol.sbc.org.br/index.php/sbrc/article/view/12274,iot-interoperability,0
2020-design-and-performance-evaluation-of-a-l,Design and performance evaluation of a LoRa-based mobile emergency management system (LOCATE),luca-sciullo|angelo-trotta|marco-di-felice,2020,Ad Hoc Networks,journal,https://doi.org/10.1016/j.adhoc.2019.101993,https://www.sciencedirect.com/science/article/pii/S1570870518309004,context-awareness,0
2020-discovering-web-things-as-services-withi,Discovering web things as services within the arrowhead framework,luca-sciullo|federico-montori|angelo-trotta|marco-di-felice|ext:Tullio Salmon Cinotti,2020,Industrial Cyber-Physical Systems,journal,https://doi.org/10.1109/ICPS48405.2020.9274694,https://ieeexplore.ieee.org/abstract/document/9274694/,iot-interoperability,0
2020-from-cloud-to-edge-seamless-software-mig,From cloud to edge: Seamless software migration at the era of the web of things,ext:Cristiano Aguzzi|lorenzo-gigli|luca-sciullo|angelo-trotta|marco-di-felice,2020,IEEE Access,journal,https://doi.org/10.1109/ACCESS.2020.3045632,https://ieeexplore.ieee.org/abstract/document/9296826/,edge-computing|iot-interoperability,0
2020-industry-4-0-solutions-for-interoperabil,Industry 4.0 solutions for interoperability: a use case about tools and tool chains in the arrowhead tools project,ext:Riccardo Venanzi|federico-montori|ext:Paolo Bellavista|ext:Luca Foschini,2020,International Conference on Smart Computing,conference,https://doi.org/10.1109/SMARTCOMP50058.2020.00089,https://ieeexplore.ieee.org/abstract/document/9239681/,iot-interoperability,0
2020-inventory-management-through-mini-drones,Inventory management through mini-drones: Architecture and proof-of-concept implementation,ext:Davide Cristiani|ext:Filippo Bottonelli|angelo-trotta|marco-di-felice,2020,"IEEE International Symposium on a World of Wireless, Mobile and Multimedia Networks",conference,https://doi.org/10.1109/WoWMoM49955.2020.00060,https://ieeexplore.ieee.org/abstract/document/9217726/,autonomous-robotic-iot,0
2020-iot-based-measurement-for-smart-agricult,IoT-based measurement for smart agriculture,alexandre-heideker|ext:Dener Ottolini|ivan-zyrianoff|ext:André Torre Neto|ext:Tullio Salmon Cinotti|carlos-alberto-kamienski,2020,2020 IEEE International Workshop on Metrology for Agriculture and Forestry (MetroAgriFor),conference,https://doi.org/10.1109/MetroAgriFor50201.2020.9277546,https://ieeexplore.ieee.org/abstract/document/9277546/,iot-interoperability,0
2020-performance-evaluation-of-hybrid-crowdse,Performance evaluation of hybrid crowdsensing systems with stateful CrowdSenSim 2.0 simulator,federico-montori|ext:Luca Bedogni|ext:Claudio Fiandrino|ext:Andrea Capponi|luciano-bononi,2020,Computer Communications,journal,https://doi.org/10.1016/j.comcom.2020.07.021,https://www.sciencedirect.com/science/article/pii/S0140366420309361,context-awareness,0
2020-persistent-crowd-tracking-using-unmanned,Persistent crowd tracking using unmanned aerial vehicle swarms: A novel framework for energy and mobility management,angelo-trotta|ext:Ufuk Muncuk|marco-di-felice|ext:Kaushik R Chowdhury,2020,IEEE Vehicular Technology Magazine,journal,https://doi.org/10.1109/MVT.2020.2982244,https://ieeexplore.ieee.org/abstract/document/9069903/,autonomous-robotic-iot,0
2020-special-issue-on-wired-wireless-internet,Special Issue on Wired/Wireless Internet Communications conference (IFIP WWIC 2017),ext:Violet Syrotiuk,2020,Computer Communications,journal,https://doi.org/10.1016/j.comcom.2019.12.007,https://www.academia.edu/download/109142199/j.comcom.2019.12.00720231218-1-nj11pn.pdf,autonomous-robotic-iot,0
2020-special-issue-on-crowd-sensed-big-data-f,Special issue on “Crowd-sensed Big Data for Internet of Things Services”,ext:Luca Bedogni|ext:Salil Kanhere|ext:Hongyi Wu|luciano-bononi,2020,Pervasive and Mobile Computing,journal,https://doi.org/10.1016/j.pmcj.2019.101110,https://iris.unimore.it/handle/11380/1280732,iot-interoperability,0
2020-structural-health-monitoring-and-prognos,Structural health monitoring and prognostic of industrial plants and civil structures: A sensor to cloud architecture,ext:Federica Zonzini|ext:Cristiano Aguzzi|lorenzo-gigli|luca-sciullo|ext:Nicola Testoni|ext:Luca De Marchi|marco-di-felice|ext:Tullio Salmon Cinotti|ext:Canio Mennuti|ext:Alessandro Marzani,2020,IEEE Instrumentation & Measurement Magazine,journal,https://doi.org/10.1109/MIM.2020.9289069,https://ieeexplore.ieee.org/abstract/document/9289069/,condition-monitoring,0
2020-the-swamp-farmer-app-for-iot-based-smart,The SWAMP Farmer App for IoT-based Smart Water Status Monitoring and Irrigation Control,ext:Carlos Kamienski Ramide Dantas|ext:Milton Gama Neto|ivan-zyrianoff,2020,2020 IEEE International Workshop on Metrology for Agriculture and Forestry (MetroAgriFor),conference,https://doi.org/10.1109/MetroAgriFor50201.2020.9277588,https://ieeexplore.ieee.org/abstract/document/9277588/,edge-computing|autonomous-robotic-iot,0
2020-throughput-enhancement-in-uav-aided-wire,Throughput enhancement in UAV-aided wireless sensor networks via wake-up radio technology and priority-based MAC scheme,angelo-trotta|marco-di-felice|luciano-bononi|ext:Luca Perilli|ext:Eleonora Franchi Scarselli|ext:Tullio Salmon Cinotti,2020,World Forum on Internet of Things,journal,https://doi.org/10.1109/WF-IoT48130.2020.9221487,https://ieeexplore.ieee.org/abstract/document/9221487/,autonomous-robotic-iot,0
2020-toolchain-modeling-comprehensive-enginee,Toolchain modeling: Comprehensive engineering plans for industry 4.0,ext:Géza Kulcsár|ext:Marek S Tatara|federico-montori,2020,PROCEEDINGS OF THE ANNUAL CONFERENCE OF THE IEEE INDUSTRIAL ELECTRONICS SOCIETY,conference,https://doi.org/10.1109/IECON43393.2020.9254855,https://cris.unibo.it/handle/11585/818196,iot-interoperability|autonomous-robotic-iot,0
2020-understanding-the-tradeoffs-of-lorawan-f,Understanding the tradeoffs of LoRaWAN for IoT-based Smart Irrigation,ext:Carlos Kamienski Bruno Queté|alexandre-heideker|ivan-zyrianoff|ext:Dener Ottolini|ext:João Kleinschmidt|ext:Juha-Pekka Soininen,2020,2020 IEEE International Workshop on Metrology for Agriculture and Forestry (MetroAgriFor),conference,https://doi.org/10.1109/MetroAgriFor50201.2020.9277566,https://ieeexplore.ieee.org/abstract/document/9277566/,iot-interoperability,0
2020-wot-store-managing-resources-and-applica,WoT Store: Managing resources and applications on the web of things,luca-sciullo|lorenzo-gigli|angelo-trotta|marco-di-felice,2020,Internet of Things,journal,https://doi.org/10.1016/j.iot.2020.100164,https://www.sciencedirect.com/science/article/pii/S254266052030007X,iot-interoperability,0
2019-an-industrial-iot-solution-for-evaluatin,An industrial IoT solution for evaluating workers' performance via activity recognition,ext:Abdur Rahim Mohammad Forkan|federico-montori|ext:Dimitrios Georgakopoulos|ext:Prem Prakash Jayaraman|ext:Ali Yavari|ext:Ahsan Morshed,2019,IEEE International Conference on Distributed Computing Systems,conference,https://doi.org/10.1109/ICDCS.2019.00139,https://www.researchgate.net/profile/Abdur-Forkan/publication/336946101_An_Industrial_IoT_Solution_for_Evaluating_Workers'_Performance_Via_Activity_Recognition/links/61696736039ba268444024e8/An-Industrial-IoT-Solution-for-Evaluating-Workers-Performance-Via-Activity-Recognition.pdf,context-awareness,0
2019-an-interoperable-tool-chain-for-energy-m,An interoperable tool-chain for energy monitoring applications,ext:Davide Brunelli|ext:Tullio Salmon Cinotti|ext:Hugo Woehrl|ext:Cristiano Aguzzi|federico-montori|ext:Luca Benini,2019,AEIT International Annual Conference,conference,https://doi.org/10.23919/AEIT.2019.8893354,https://ieeexplore.ieee.org/abstract/document/8893354/,iot-interoperability,0
2019-architecting-and-deploying-iot-smart-app,Architecting and deploying IoT smart applications: A performance–oriented approach,ivan-zyrianoff|alexandre-heideker|ext:Dener Silva|ext:João Kleinschmidt|ext:Juha-Pekka Soininen|ext:Tullio Salmon Cinotti|carlos-alberto-kamienski,2019,Sensors,journal,https://doi.org/10.3390/s20010084,https://www.mdpi.com/1424-8220/20/1/84,edge-computing|context-awareness,0
2019-bee-drones-energy-efficient-data-collect,BEE-DRONES: Energy-efficient data collection on wake-up radio-based wireless sensor networks,angelo-trotta|marco-di-felice|luciano-bononi|ext:Enrico Natalizio|ext:Luca Perilli|ext:Eleonora Franchi Scarselli|ext:Tullio Salmon Cinotti|ext:Roberto Canegallo,2019,Conference on Computer Communications Workshops,conference,https://doi.org/10.1109/INFCOMW.2019.8845046,https://ieeexplore.ieee.org/abstract/document/8845046/,autonomous-robotic-iot,0
2019-crowdsensim-2-0-a-stateful-simulation-pl,Crowdsensim 2.0: A stateful simulation platform for mobile crowdsensing in smart cities,federico-montori|ext:Emanuele Cortesi|ext:Luca Bedogni|ext:Andrea Capponi|ext:Claudio Fiandrino|luciano-bononi,2019,"International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",conference,https://doi.org/10.1145/3345768.3355929,https://dl.acm.org/doi/abs/10.1145/3345768.3355929,context-awareness,0
2019-deploying-w3c-web-of-things-based-intero,Deploying w3c web of things-based interoperable mash-up applications for industry 4.0: A testbed,luca-sciullo|angelo-trotta|lorenzo-gigli|marco-di-felice,2019,Wired/Wireless Internet Communications,journal,https://doi.org/10.1007/978-3-030-30523-9_1,https://link.springer.com/chapter/10.1007/978-3-030-30523-9_1,iot-interoperability,0
2019-focus-fog-computing-in-uas-software-defi,FOCUS: Fog computing in UAS software-defined mesh networks,ext:Gokhan Secinti|angelo-trotta|ext:Subhramoy Mohanti|marco-di-felice|ext:Kaushik R Chowdhury,2019,IEEE Transactions on Intelligent Transportation Systems,journal,https://doi.org/10.1109/TITS.2019.2960305,https://ieeexplore.ieee.org/abstract/document/8944002/,autonomous-robotic-iot,0
2019-imaiot-infrastructure-monitoring-agent-f,IMAIoT – Infrastructure Monitoring Agent for IoT: Um Agente Monitor de Infraestruturas para Ambientes de IoT,alexandre-heideker|ivan-zyrianoff|ext:Dener Ottolini|ext:João Kleinschmidt|carlos-alberto-kamienski,2019,SBRC Companion,journal,https://doi.org/10.5753/sbrc_estendido.2019.7764,https://sol.sbc.org.br/index.php/sbrc_estendido/article/view/7764,iot-interoperability,0
2019-impacto-de-lorawan-no-desempenho-de-plat,Impacto de LoRaWAN no Desempenho de Plataformas de IoT baseadas em Nuvem e Névoa Computacional,ivan-zyrianoff|alexandre-heideker|ext:Dener Ottolini|ext:João Kleinschmidt|carlos-alberto-kamienski,2019,Workshop em Clouds e Aplicações,conference,https://doi.org/10.5753/wcga.2019.7593,https://sol.sbc.org.br/index.php/wcga/article/view/7593,edge-computing|iot-interoperability,0
2019-indoor-location-services-through-multi-s,Indoor Location Services through Multi-Source Learning-based Radio Fingerprinting Techniques,luca-sciullo|angelo-trotta|marco-di-felice,2019,IEEE International Workshop on Measurement and Networking,conference,https://doi.org/10.1109/IWMN.2019.8805020,https://ieeexplore.ieee.org/abstract/document/8805020/,context-awareness,0
2019-linked-open-data-validity-a-technical-re,Linked Open Data Validity--A Technical Report from ISWS 2018,ext:Mehwish Alam|ext:Tayeb Abderrahmani Ghorfi|ext:Esha Agrawal|ext:Omar Alqawasmeh|ext:Amina Annane|ext:Claudia d'Amato|ext:Amr Azzam|ext:Andrew Berezovskyi|ext:Russa Biswas|ext:Mathias Bonduel|ext:Quentin Brabant|ext:Cristina-Iulia Bucur|ext:Elena Camossi|ext:Valentina Anita Carriero|ext:Shruthi Chari|ext:David Chaves Fraga|ext:Fiorela Ciroku|ext:Michael Cochez|ext:Vincenzo Cutrona|ext:Rahma Dandan|ext:Pedro del Pozo Jimnez|ext:Danilo Dess|ext:Valerio Di Carlo|ext:Ahmed El Amine Djebri|ext:Marieke van Erp|ext:Faiq Miftakhul Falakh|ext:Alba Fernndez Izquierdo|ext:Giuseppe Futia|ext:Aldo Gangemi|ext:Simone Gasperoni|ext:Arnaud Grall|ext:Lars Heling|ext:Pierre-Henri Paris|ext:Noura Herradi|ext:Subhi Issa|ext:Samaneh Jozashoori|ext:Nyoman Juniarta|ext:Lucie-Aime Kaffee|ext:Ilkcan Keles|ext:Prashant Khare|ext:Viktor Kovtun|ext:Valentina Leone|ext:Siying Li|ext:Sven Lieber|ext:Pasquale Lisena|ext:Tatiana Makhalova|ext:Ludovica Marinucci|ext:Thomas Minier|ext:Benjamin Moreau|ext:Alberto Moya Loustaunau|ext:Durgesh Nandini|ext:Sylwia Ozdowska|ext:Amanda Pacini de Moura|ext:Swati Padhee|ext:Guillermo Palma|ext:Valentina Presutti|ext:Roberto Reda|ext:Ettore Rizza|ext:Henry Rosales-Mndez|ext:Sebastian Rudolph|ext:Harald Sack|luca-sciullo|ext:Humasak Simanjuntak|ext:Carlo Stomeo|ext:Thiviyan Thanapalasingam|ext:Tabea Tietz|ext:Dalia Varanka|ext:Maria-Esther Vidal|ext:Michael Wolowyk|ext:Maximilian Zocholl,2019,arXiv.org,journal,,https://inria.hal.science/hal-02087112/,iot-interoperability,0
2019-permission-free-keylogging-through-touch,Permission-free keylogging through touch events eavesdropping on mobile devices,ext:Luca Bedogni|ext:Andrea Alcaras|luciano-bononi,2019,2019 IEEE International Conference on Pervasive Computing and Communications Workshops (PerCom Workshops),conference,https://doi.org/10.1109/PERCOMW.2019.8730731,https://ieeexplore.ieee.org/abstract/document/8730731/,context-awareness,0
2019-practical-indoor-localization-via-smartp,Practical indoor localization via smartphone sensor data fusion techniques: A performance study,ext:Stefano Traini|luca-sciullo|angelo-trotta|marco-di-felice,2019,Consumer Communications and Networking Conference,conference,https://doi.org/10.1109/CCNC.2019.8651859,https://ieeexplore.ieee.org/abstract/document/8651859/,context-awareness,0
2019-reinforcement-learning-based-spectrum-ma,Reinforcement learning-based spectrum management for cognitive radio networks: A literature review and case study,marco-di-felice|ext:Luca Bedogni|luciano-bononi,2019,Handbook of Cognitive Radio,journal,https://doi.org/10.1007/978-981-10-1394-2_58,https://cris.unibo.it/handle/11585/685292,autonomous-robotic-iot,0
2019-vehicular-route-identification-using-mob,Vehicular route identification using mobile devices integrated sensors,ext:Luca Bedogni|luciano-bononi,2019,2019 IEEE International Conference on Pervasive Computing and Communications Workshops (PerCom Workshops),conference,https://doi.org/10.1109/PERCOMW.2019.8730753,https://ieeexplore.ieee.org/abstract/document/8730753/,context-awareness,0
2019-wired-wireless-internet-communications,Wired/Wireless Internet Communications,marco-di-felice|ext:Enrico Natalizio|ext:Raffaele Bruno|ext:Andreas Kassler,2019,Lecture Notes in Computer Science,journal,https://doi.org/10.1007/978-3-319-22572-2,https://link.springer.com/content/pdf/10.1007/978-3-030-30523-9.pdf,iot-interoperability|autonomous-robotic-iot,0
2019-wot-store-a-thing-and-application-manage,WoT Store: a Thing and Application Management Ecosystem for the W3C Web of Things,marco-di-felice|luca-sciullo|lorenzo-gigli|ext:Cristiano Aguzzi|ext:Luca Roffia|angelo-trotta|ext:Tullio Salmon Cinotti,2019,arXiv preprint arXiv:1910.04617,journal,,https://scholar.google.com/scholar?cluster=15869087283691983237&hl=en&oi=scholarr,iot-interoperability,0
2019-wot-store-enabling-things-and-applicatio,Wot store: Enabling things and applications discovery for the w3c web of things,luca-sciullo|ext:Cristiano Aguzzi|marco-di-felice|ext:Tullio Salmon Cinotti,2019,Consumer Communications and Networking Conference,conference,https://doi.org/10.1109/CCNC.2019.8651786,https://ieeexplore.ieee.org/abstract/document/8651786/,iot-interoperability,0
2018-an-explorative-study-on-application-of-s,An Explorative Study on Application of System of Systems for Implementing Digital Twins,ext:Javad Ghofrani|federico-montori|ext:Pal Varga,2018,,journal,,https://www.researchgate.net/profile/Javad-Ghofrani/publication/384264308_An_Explorative_Study_on_Application_of_System_of_Systems_for_Implementing_Digital_Twins/links/66f1c8f48f4e4465a3c483e4/An-Explorative-Study-on-Application-of-System-of-Systems-for-Implementing-Digital-Twins.pdf,iot-interoperability,0
2018-classification-and-annotation-of-open-in,Classification and annotation of open internet of things datastreams,federico-montori|ext:Kewen Liao|ext:Prem Prakash Jayaraman|luciano-bononi|ext:Timos Sellis|ext:Dimitrios Georgakopoulos,2018,WISE,journal,https://doi.org/10.1007/978-3-030-02925-8_15,https://link.springer.com/chapter/10.1007/978-3-030-02925-8_15,iot-interoperability,0
2018-compreendendo-o-desempenho-de-servicos-e,Compreendendo o Desempenho de Serviços Encadeados Virtuais de Redes,ext:Carlos Kamienski Alexandre Heideker|ivan-zyrianoff,2018,,journal,,https://www.semanticscholar.org/paper/94c0eac63644696c05718c4ce15f9b4ebe52b427,iot-interoperability,0
2018-custom-dual-transportation-mode-detectio-2,Custom dual transportation mode detection by smartphone devices exploiting sensor diversity,ext:Claudia Carpineti|ext:Vincenzo Lomonaco|ext:Luca Bedogni|marco-di-felice|luciano-bononi,2018,2018 IEEE International Conference on Pervasive Computing and Communications Workshops (PerCom Workshops),conference,https://doi.org/10.1109/PERCOMW.2018.8480119,https://ieeexplore.ieee.org/abstract/document/8480119/,context-awareness,0
2018-deteccao-de-anomalias-em-cenarios-de-cid,Detecção de Anomalias em Cenários de Cidades Inteligentes Baseados em Internet das Coisas,ext:Carlos Kamienski Ivan Zyrianoff|ext:Fabrício O. de França,2018,,journal,,https://www.semanticscholar.org/paper/2541f40bd071df2a5d744ead2d13ab10803805fc,iot-interoperability,0
2018-dual-mode-wake-up-nodes-for-iot-monitori,Dual-mode wake-up nodes for iot monitoring applications: Measurements and algorithms,ext:Luca Bedogni|luciano-bononi|ext:Roberto Canegallo|ext:Fabio Carbone|marco-di-felice|ext:Eleonora Franchi Scarselli|federico-montori|ext:Luca Perilli|ext:Tullio Salmon Cinotti|angelo-trotta,2018,2018 IEEE International Conference on Communications (ICC),conference,https://doi.org/10.1109/ICC.2018.8422173,https://ieeexplore.ieee.org/abstract/document/8422173/,iot-interoperability,0
2018-dynamic-spectrum-access-for-machine-to-m,"Dynamic spectrum access for machine to machine communications: Opportunities, standards, and open issues",ext:Luca Bedogni|marco-di-felice|luciano-bononi,2018,Handbook of Cognitive Radio,journal,https://doi.org/10.1007/978-981-10-1389-8_57-1,https://www.academia.edu/download/79938472/978-981-10-1389-8_57-1.pdf,autonomous-robotic-iot,0
2018-e-fi-evasive-wi-fi-measures-for-survivin,E-Fi: Evasive Wi-Fi measures for surviving LTE within 5 GHz unlicensed band,ext:Carlos Bocanegra|ext:Takai Eddine Kennouche|ext:Zhengnan Li|ext:Lorenzo Favalli|marco-di-felice|ext:Kaushik Chowdhury,2018,IEEE Transactions on Mobile Computing,journal,https://doi.org/10.1109/TMC.2018.2849409,https://ieeexplore.ieee.org/abstract/document/8392422/,autonomous-robotic-iot,0
2018-from-heterogeneous-sensor-networks-to-in,From Heterogeneous Sensor Networks to Integrated Software Services: Design and Implementation of a Semantic Architecture for the Internet of Things at ARCES@ UNIBO,ext:Cristiano Aguzzi|ext:Francesco Antoniazzi|ext:Paolo Azzoni|luciano-bononi|ext:Francesco Brasini|ext:Roberto Canegallo|ext:Alfredo D'Elia|ext:Angelo De Lisa|marco-di-felice|ext:Eleonora Franchi|ext:Luca Perilli|ext:Luca Roffia|luca-sciullo|ext:Roberto Siagri|ext:Martina Verardi|ext:Tullio Salmon Cinotti,2018,Conference of the Open Innovations Association,conference,https://doi.org/10.23919/FRUCT.2018.8588024,https://ieeexplore.ieee.org/abstract/document/8588024/,iot-interoperability,0
2018-intelligent-drone-swarm-for-search-and-r,Intelligent drone swarm for search and rescue operations at sea,ext:Vincenzo Lomonaco|angelo-trotta|ext:Marta Ziosi|ext:Juan De Dios Yánez Avila|ext:Natalia Díaz-Rodríguez,2018,arXiv preprint arXiv:1811.05291,journal,,https://arxiv.org/abs/1811.05291,autonomous-robotic-iot,0
2018-joint-coverage-connectivity-and-charging,"Joint coverage, connectivity, and charging strategies for distributed UAV networks",angelo-trotta|marco-di-felice|federico-montori|ext:Kaushik R Chowdhury|luciano-bononi,2018,IEEE Transactions on Robotics,journal,https://doi.org/10.1109/TRO.2018.2839087,https://ieeexplore.ieee.org/abstract/document/8382297/,autonomous-robotic-iot,0
2018-locate-a-lora-based-mobile-emergency-man,Locate: A lora-based mobile emergency management system,luca-sciullo|ext:Federico Fossemo|angelo-trotta|marco-di-felice,2018,Global Communications Conference,conference,https://doi.org/10.1109/GLOCOM.2018.8647177,https://ieeexplore.ieee.org/abstract/document/8647177/,autonomous-robotic-iot,0
2018-machine-to-machine-wireless-communicatio,"Machine-to-machine wireless communication technologies for the Internet of Things: Taxonomy, comparison and open issues",federico-montori|ext:Luca Bedogni|marco-di-felice|luciano-bononi,2018,Pervasive and Mobile Computing,journal,https://doi.org/10.1016/J.PMCJ.2018.08.002,https://www.sciencedirect.com/science/article/pii/S1574119217303668,autonomous-robotic-iot,0
2018-profiling-service-function-chaining-beha,Profiling Service Function Chaining Behavior for NFV Orchestration,ext:C Kamienski A Heideker|ivan-zyrianoff,2018,International Symposium on Computers and Communications,conference,https://doi.org/10.1109/ISCC.2018.8538657,https://ieeexplore.ieee.org/abstract/document/8538657/,autonomous-robotic-iot,0
2018-qos-based-mobility-system-for-autonomous,QoS-based mobility system for autonomous unmanned aerial vehicles wireless networks,angelo-trotta|luca-sciullo,2018,Wired/Wireless Internet Communications,journal,https://doi.org/10.1007/978-3-030-02931-9_19,https://link.springer.com/chapter/10.1007/978-3-030-02931-9_19,autonomous-robotic-iot,0
2018-scalability-of-an-internet-of-things-pla,Scalability of an Internet of Things Platform for Smart Water Management for Agriculture,ext:C. Kamienski I. Zyrianoff|alexandre-heideker|ext:D. Silva,2018,Conference of the Open Innovations Association,conference,https://doi.org/10.23919/FRUCT.2018.8588086,https://www.semanticscholar.org/paper/6e95d2b61e3f0b16a74ad0d2ffdc246819be3f03,iot-interoperability,0
2018-scalability-of-iot-enabled-context-aware,Scalability of IoT-enabled context-aware management systems for smart cities,ivan-zyrianoff|ext:Fabrizio F Borelli|alexandre-heideker|ext:Gabriela O Biondi|carlos-alberto-kamienski,2018,,journal,,https://scholar.google.com/scholar?cluster=13719242481004944968&hl=en&oi=scholarr,context-awareness,0
2018-scalability-of-real-time-iot-based-appli,Scalability of Real-Time IoT-based Applications for Smart Cities,ext:C Kamienski I Zyrianoff|ext:F Borelli|ext:G Biondi|alexandre-heideker,2018,International Symposium on Computers and Communications,conference,https://doi.org/10.1109/ISCC.2018.8538451,https://ieeexplore.ieee.org/abstract/document/8538451/,context-awareness,0
2018-system-level-tools-for-noc-based-multi-c,System-Level Tools for NoC-Based Multi-Core Design,luciano-bononi|ext:Nicola Concer|ext:Miltos Grammatikakis,2018,,journal,https://doi.org/10.1201/9781439811627-c6,https://www.taylorfrancis.com/chapters/edit/10.1201/9781315218199-13/system-level-tools-noc-based-multi-core-design-luciano-bononi-nicola-concer-miltos-grammatikakis,iot-interoperability,0
2018-the-curse-of-sensing-survey-of-technique,The Curse of Sensing: Survey of techniques and challenges to cope with sparse and dense data in mobile crowd sensing for Internet of Things,federico-montori|ext:Prem Prakash Jayaraman|ext:Ali Yavari|ext:Alireza Hassani|ext:Dimitrios Georgakopoulos,2018,Pervasive and Mobile Computing,journal,https://doi.org/10.1016/j.pmcj.2018.06.009,https://www.sciencedirect.com/science/article/pii/S1574119217306417,context-awareness,0
2018-the-cuscus-simulator-for-distributed-net,The CUSCUS simulator for distributed networked control systems: Architecture and use-cases,ext:Nicola Roberto Zema|angelo-trotta|ext:Enrico Natalizio|marco-di-felice|luciano-bononi,2018,Ad Hoc Networks,journal,https://doi.org/10.1016/j.adhoc.2017.09.004,https://www.sciencedirect.com/science/article/pii/S1570870517301701,autonomous-robotic-iot,0
2018-the-determinants-of-facebook-social-enga,The determinants of Facebook social engagement for national tourism organizations' Facebook pages: A quantitative approach,ext:Marcello M Mariani|ext:Matteo Mura|marco-di-felice,2018,Journal of destination marketing & management,journal,https://doi.org/10.1016/J.JDMM.2017.06.003,https://www.sciencedirect.com/science/article/pii/S2212571X16301421,context-awareness,0
2018-the-need-of-multidisciplinary-approaches,The need of multidisciplinary approaches and engineering tools for the development and implementation of the smart city paradigm,ext:Oreste Andrisano|ext:Ilaria Bartolini|ext:Paolo Bellavista|ext:Andrea Boeri|luciano-bononi|ext:Alberto Borghetti|ext:Armando Brath|ext:Giovanni Emanuele Corazza|ext:Antonio Corradi|ext:Stefano De Miranda|ext:Fabio Fava|ext:Luca Foschini|ext:Giovanni Leoni|ext:Danila Longo|ext:Michela Milano|ext:Fabio Napolitano|ext:Carlo Alberto Nucci|ext:Gianni Pasolini|ext:Marco Patella|ext:Tullio Salmon Cinotti|ext:Daniele Tarchi|ext:Francesco Ubertini|ext:Daniele Vigo,2018,Proceedings of the IEEE,conference,https://doi.org/10.1109/JPROC.2018.2812836,https://ieeexplore.ieee.org/abstract/document/8326770/,context-awareness,0
2018-understanding-customer-satisfaction-with,Understanding customer satisfaction with services by leveraging big data: the role of services attributes and consumers’ cultural background,ext:Marcello Mariani|ext:Giuseppe Di Fatta|marco-di-felice,2018,IEEE Access,journal,https://doi.org/10.1109/ACCESS.2018.2887300,https://ieeexplore.ieee.org/abstract/document/8580523/,iot-interoperability,0
2018-when-uavs-ride-a-bus-towards-energy-effi,When UAVs ride a bus: Towards energy-efficient city-scale video surveillance,angelo-trotta|ext:Fabio D Andreagiovanni|marco-di-felice|ext:Enrico Natalizio|ext:Kaushik Roy Chowdhury,2018,IEEE Conference on Computer Communications,conference,https://doi.org/10.1109/INFOCOM.2018.8485863,https://ieeexplore.ieee.org/abstract/document/8485863/,autonomous-robotic-iot,0
